4.176814109086990356e-02,4.088801145553588867e-01,3.905232250690460205e-01,1.840456128120422363e-01,-8.264324069023132324e-02,-3.543928265571594238e-01,1.010371074080467224e-01,2.451986819505691528e-01,-1.089739128947257996e-01,2.930069565773010254e-01
2.216525375843048096e-01,-9.439902752637863159e-02,2.828673124313354492e-01,-3.294830620288848877e-01,2.236821353435516357e-01,-3.690506517887115479e-01,7.222147285938262939e-02,3.929812610149383545e-01,1.928320974111557007e-01,-4.939449429512023926e-01
1.458755582571029663e-01,3.112355060875415802e-02,4.167381227016448975e-01,-2.453270852565765381e-01,-2.981032617390155792e-02,-1.660140454769134521e-01,-3.595356047153472900e-01,-4.234525859355926514e-01,-4.966957271099090576e-01,-5.768483132123947144e-02
2.257084697484970093e-01,6.202413886785507202e-02,4.660638049244880676e-02,5.500175431370735168e-02,2.278735637664794922e-01,-4.784534275531768799e-01,2.632482945919036865e-01,6.927816662937402725e-03,1.908069252967834473e-01,4.182377457618713379e-01
-1.047931835055351257e-01,1.391064673662185669e-01,3.757915496826171875e-01,-2.608420848846435547e-01,-3.971844017505645752e-01,-9.704921394586563110e-02,-6.791584938764572144e-02,4.106552004814147949e-01,4.030230343341827393e-01,3.253351151943206787e-01
8.249992132186889648e-02,3.573908507823944092e-01,-2.581818103790283203e-01,2.098576873540878296e-01,-5.480920672416687012e-01,2.112165987491607666e-01,-2.320302277803421021e-02,-3.220680654048919678e-01,1.816790550947189331e-01,-1.081969738006591797e-01
-4.478948116302490234e-01,-2.161749005317687988e-01,-3.221001029014587402e-01,2.960017919540405273e-01,-3.349347114562988281e-01,5.229136347770690918e-01,2.325135171413421631e-01,4.132876694202423096e-01,-3.724733591079711914e-01,1.878961734473705292e-02
-3.800289928913116455e-01,-4.250364601612091064e-01,2.857002913951873779e-01,-1.658451706171035767e-01,1.420738697052001953e-01,7.399547845125198364e-02,5.238796025514602661e-02,-1.859965771436691284e-01,2.249296754598617554e-01,2.645685672760009766e-01
-4.121591150760650635e-01,3.617175817489624023e-01,-2.522390186786651611e-01,-3.387102782726287842e-01,3.839989304542541504e-01,-3.486754894256591797e-01,-3.394150435924530029e-01,2.931073307991027832e-01,-1.382996290922164917e-01,2.687177658081054688e-01
4.410048723220825195e-01,-2.473918199539184570e-01,1.724186390638351440e-01,2.630413770675659180e-01,-2.157640308141708374e-01,3.456310927867889404e-01,-6.575821340084075928e-02,3.450896739959716797e-01,1.505508869886398315e-01,2.699203789234161377e-01
1.364495456218719482e-01,1.426432132720947266e-01,-5.746801942586898804e-02,2.614221572875976562e-01,1.215348914265632629e-01,-3.405606448650360107e-01,-4.540454745292663574e-01,1.120539233088493347e-01,1.710278689861297607e-01,5.896477773785591125e-02
-2.147069275379180908e-01,-3.926537930965423584e-01,2.197874039411544800e-01,-2.915100567042827606e-02,3.623523116111755371e-01,-2.095668576657772064e-02,-4.510696828365325928e-01,-6.651367247104644775e-02,-2.250593714416027069e-02,-1.951287984848022461e-01
1.516163200139999390e-01,1.596387922763824463e-01,4.337640702724456787e-01,-1.385102123022079468e-01,-6.762450188398361206e-02,3.056326806545257568e-01,1.285094916820526123e-01,2.416276000440120697e-02,3.060642480850219727e-01,-4.954216182231903076e-01
2.238598912954330444e-01,-6.996570527553558350e-02,3.326006233692169189e-01,-3.491768240928649902e-01,-3.204860389232635498e-01,-2.399706691503524780e-01,-8.298981934785842896e-02,-2.968789637088775635e-01,2.809297144412994385e-01,-4.104962944984436035e-01
-5.433785170316696167e-02,8.522084355354309082e-02,-4.689897298812866211e-01,2.669517099857330322e-01,-7.388435304164886475e-02,1.224239245057106018e-01,-2.508610486984252930e-01,-3.621223866939544678e-01,1.677796989679336548e-01,2.429504841566085815e-01
4.123798906803131104e-01,3.251922130584716797e-01,2.888276278972625732e-01,-4.073372185230255127e-01,4.162121415138244629e-01,4.275368526577949524e-02,1.099967435002326965e-01,2.761185169219970703e-01,-2.847017049789428711e-01,-3.914456069469451904e-01
-2.918800711631774902e-01,-6.316876411437988281e-02,-4.568961635231971741e-02,2.189271003007888794e-01,-3.652986586093902588e-01,-2.734183371067047119e-01,-3.292079269886016846e-02,7.881873287260532379e-03,2.250896096229553223e-01,2.833765745162963867e-01
-3.317713439464569092e-01,1.790886819362640381e-01,2.922906279563903809e-01,-1.183494254946708679e-01,-1.494922637939453125e-01,-3.347671926021575928e-01,2.684381604194641113e-01,2.806290090084075928e-01,-1.239637285470962524e-01,-3.311540484428405762e-01
-5.982822775840759277e-01,3.823572099208831787e-01,-3.344901502132415771e-01,1.804835796356201172e-01,-8.532769978046417236e-02,3.603274524211883545e-01,-1.097406521439552307e-01,2.634788155555725098e-01,-2.912414669990539551e-01,1.883265003561973572e-02
-4.862464368343353271e-01,-1.388559490442276001e-01,-2.291357368230819702e-01,3.254468142986297607e-01,-4.296502768993377686e-01,-1.194073930382728577e-01,1.011827290058135986e-01,-3.429310321807861328e-01,-3.416722714900970459e-01,-4.554633200168609619e-01
-9.346666187047958374e-02,-2.580747604370117188e-01,-1.270120777189731598e-02,-3.410809040069580078e-01,1.748403161764144897e-01,7.149408757686614990e-02,-7.034908980131149292e-02,-2.738730311393737793e-01,-3.564505577087402344e-01,3.082084059715270996e-01
1.655203998088836670e-01,-9.975802898406982422e-02,3.125681579113006592e-01,6.425806134939193726e-02,9.624833613634109497e-02,-3.318860232830047607e-01,3.268494606018066406e-01,3.398262262344360352e-01,-3.236582577228546143e-01,3.079098165035247803e-01
1.468364447355270386e-01,9.205307811498641968e-02,1.208770573139190674e-01,-1.012399122118949890e-01,-2.405294477939605713e-01,-1.739593222737312317e-02,2.068280726671218872e-01,3.118878901004791260e-01,3.856465965509414673e-02,-3.481402993202209473e-01
-4.360779523849487305e-01,-4.330932199954986572e-01,1.985152363777160645e-01,-1.985134780406951904e-01,-4.479497075080871582e-01,1.655778586864471436e-01,-2.287138439714908600e-02,2.666543722152709961e-01,-4.210010170936584473e-01,-1.038282066583633423e-01
5.318712815642356873e-02,-4.378498196601867676e-01,-3.390002548694610596e-01,1.134604737162590027e-01,-3.545219600200653076e-01,2.324832603335380554e-02,2.555556297302246094e-01,-3.810243606567382812e-01,-3.796296417713165283e-01,3.602522313594818115e-01
-2.426714897155761719e-01,5.877503426745533943e-04,-1.467779576778411865e-01,-2.360110133886337280e-01,-1.991560608148574829e-01,-3.538629710674285889e-01,1.817677021026611328e-01,3.075697459280490875e-02,1.022831872105598450e-01,-2.824996113777160645e-01
3.588489294052124023e-01,-8.467234671115875244e-02,-2.489918619394302368e-01,-4.503795504570007324e-01,-3.232694268226623535e-01,3.010052144527435303e-01,4.814140200614929199e-01,-4.579719305038452148e-01,1.553767025470733643e-01,7.015267759561538696e-02
1.652482151985168457e-01,2.667974233627319336e-01,-3.779798746109008789e-01,-3.836602866649627686e-01,2.682632803916931152e-01,3.637091517448425293e-01,1.185265630483627319e-01,2.771914005279541016e-01,3.546718358993530273e-01,-1.372514516115188599e-01
1.502035409212112427e-01,4.363749027252197266e-01,5.690437182784080505e-02,-4.480175971984863281e-01,2.080651819705963135e-01,2.061830610036849976e-01,-7.741862535476684570e-02,-5.784879922866821289e-01,-4.920800328254699707e-01,5.851207301020622253e-02
2.769752442836761475e-01,1.120899021625518799e-01,-1.007039994001388550e-01,-2.510291635990142822e-01,2.902937829494476318e-01,-1.666801869869232178e-01,4.041816890239715576e-01,-5.330439209938049316e-01,-1.198203638195991516e-01,-4.418002441525459290e-02
